Run ID,Timestamp,Overall Accuracy,Num Agents,Num Obstacles
20250911_221415,2025-09-11 22:16:14,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:14,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:15,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:16,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:16,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:17,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:18,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:18,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:19,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:20,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:21,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:21,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:22,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:23,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:23,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:24,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:25,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:26,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:26,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:27,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:28,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:28,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:29,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:30,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:30,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:31,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:32,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:33,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:33,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:34,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:35,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:35,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:36,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:37,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:37,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:38,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:39,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:39,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:40,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:41,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:42,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:43,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:43,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:44,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:45,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:45,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:46,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:47,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:47,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:48,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:49,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:49,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:50,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:51,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:51,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:53,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:53,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:54,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:55,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:55,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:56,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:57,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:57,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:58,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:59,82.59198480197229,109,100
20250911_221415,2025-09-11 22:16:59,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:00,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:01,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:01,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:02,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:03,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:04,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:05,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:05,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:06,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:07,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:07,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:08,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:09,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:10,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:10,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:11,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:12,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:12,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:13,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:14,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:15,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:15,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:16,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:17,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:17,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:18,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:19,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:20,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:20,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:21,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:22,82.59198480197229,109,100
20250911_221415,2025-09-11 22:17:22,82.59198480197229,109,100
